Created as New Dataset,Sample 001 By Laboratory Date 16 10 2025
cm-1,A
1227.00,3.1796
1226.00,3.3999
1225.00,3.5494
1224.00,3.4359
1223.00,3.4873
1222.00,3.4027
1221.00,3.2633
1220.00,3.2473
1219.00,3.4221
1218.00,3.7247
1217.00,3.7268
1216.00,3.7445
1215.00,3.8256
1214.00,3.8220
1213.00,4.1388
1212.00,4.0784
1211.00,4.2759
1210.00,3.6220
1209.00,3.7170
1208.00,4.0191
1207.00,3.7193
1206.00,3.3783
1205.00,3.1805
1204.00,3.1694
1203.00,3.2633
1202.00,3.2450
1201.00,3.2240
1200.00,3.2897
1199.00,3.3685
1198.00,3.3497
1197.00,3.2319
1196.00,3.1083
1195.00,3.0506
1194.00,3.0467
1193.00,3.0777
1192.00,3.1715
1191.00,3.3045
1190.00,3.4104
1189.00,3.6620
1188.00,3.9487
1187.00,4.0051
1186.00,3.7879
1185.00,3.3968
1184.00,3.2116
1183.00,3.2134
1182.00,3.2968
1181.00,3.2699
1180.00,3.2112
1179.00,3.3063
1178.00,3.5814
1177.00,3.7440
1176.00,3.5678
1175.00,3.5601
1174.00,3.6621
1173.00,3.6713
1172.00,3.6152
1171.00,3.5971
1170.00,3.4857
1169.00,3.2670
1168.00,3.1453
1167.00,3.1302
1166.00,3.1183
1165.00,3.0967
1164.00,3.1337
1163.00,3.3930
1162.00,7.7676
1161.00,3.3133
1160.00,3.2962
1159.00,3.2665
1158.00,3.3406
1157.00,3.4229
1156.00,3.4656
1155.00,3.4145
1154.00,3.3681
1153.00,3.4174
1152.00,3.5106
1151.00,3.6081
1150.00,3.6107
1149.00,3.3973
1148.00,3.3018
1147.00,3.3648
1146.00,3.4742
1145.00,3.5186
1144.00,3.5411
1143.00,3.4234
1142.00,3.2842
1141.00,3.1706
1140.00,3.1661
1139.00,3.3837
1138.00,4.2006
1137.00,3.5343
1136.00,3.4464
1135.00,3.6261
1134.00,3.6872
1133.00,3.8571
1132.00,3.6793
1131.00,3.4952
1130.00,3.5365
1129.00,3.6145
1128.00,3.6187
1127.00,3.5931
1126.00,3.6112
1125.00,3.6580
1124.00,3.5293
1123.00,3.3350
1122.00,3.2278
1121.00,3.1931
1120.00,3.2476
1119.00,3.4963
1118.00,3.8212
1117.00,3.6726
1116.00,3.5733
1115.00,3.3616
1114.00,3.2855
1113.00,3.3486
1112.00,3.4248
1111.00,3.3928
1110.00,3.2419
1109.00,3.1113
1108.00,3.1191
1107.00,3.2886
1106.00,3.4319
1105.00,3.3950
1104.00,3.3698
1103.00,3.3400
1102.00,3.2269
1101.00,3.1453
1100.00,3.1899
1099.00,3.3586
1098.00,3.7937
1097.00,3.5812
1096.00,3.1187
1095.00,3.0699
1094.00,3.1395
1093.00,3.2467
1092.00,3.4046
1091.00,3.5006
1090.00,3.4504
1089.00,3.3110
1088.00,3.1437
1087.00,2.9913
1086.00,2.9009
1085.00,2.8588
1084.00,2.8437
1083.00,2.8597
1082.00,2.9047
1081.00,2.9542
1080.00,2.9755
1079.00,2.9539
1078.00,2.8817
1077.00,2.8089
1076.00,2.6932
1075.00,2.5358
1074.00,2.3982
1073.00,2.2702
1072.00,2.1313
1071.00,1.9892
1070.00,1.8629
1069.00,1.7606
1068.00,1.6821
1067.00,1.6246
1066.00,1.5836
1065.00,1.5526
1064.00,1.5260
1063.00,1.5027
1062.00,1.4844
1061.00,1.4713
1060.00,1.4615
1059.00,1.4541
1058.00,1.4485
1057.00,1.4423
1056.00,1.4319
1055.00,1.4158
1054.00,1.3936
1053.00,1.3643
1052.00,1.3278
1051.00,1.2893
1050.00,1.2565
1049.00,1.2343
1048.00,1.2232
1047.00,1.2237
1046.00,1.2374
1045.00,1.2658
1044.00,1.3087
1043.00,1.3653
1042.00,1.4348
1041.00,1.5160
1040.00,1.6067
1039.00,1.7051
1038.00,1.8125
1037.00,1.9290
1036.00,2.0479
1035.00,2.1630
1034.00,2.2807
1033.00,2.4130
1032.00,2.5617
1031.00,2.7166
1030.00,2.8823
1029.00,3.0548
1028.00,3.1450
1027.00,3.0794
1026.00,2.9911
1025.00,2.9147
1024.00,2.8462
1023.00,2.8625
1022.00,2.9827
1021.00,3.1271
1020.00,3.1316
1019.00,3.0432
1018.00,2.9708
1017.00,2.8883
1016.00,2.8013
1015.00,2.7566
1014.00,2.7630
1013.00,2.8182
1012.00,2.8835
1011.00,2.8947
1010.00,2.8417
1009.00,2.7610
1008.00,2.6876
1007.00,2.6346
1006.00,2.5974
1005.00,2.5491
1004.00,2.4681
1003.00,2.3669
1002.00,2.2690
1001.00,2.1831
1000.00,2.1077
999.00,2.0425
998.00,1.9850
997.00,1.9263
996.00,1.8580
995.00,1.7833
994.00,1.7121
993.00,1.6493
992.00,1.5942
991.00,1.5447
990.00,1.4991
989.00,1.4542
988.00,1.4065
987.00,1.3555
986.00,1.3036
985.00,1.2524
984.00,1.2024
983.00,1.1542
982.00,1.1090
981.00,1.0682
980.00,1.0326
979.00,1.0027
978.00,0.9792
977.00,0.9615
976.00,0.9484
975.00,0.9389
974.00,0.9323
973.00,0.9274
972.00,0.9227
971.00,0.9168
970.00,0.9085
969.00,0.8963
968.00,0.8790
967.00,0.8567
966.00,0.8308
965.00,0.8030
964.00,0.7747
963.00,0.7475
962.00,0.7233
961.00,0.7035
960.00,0.6892
959.00,0.6805
958.00,0.6772
957.00,0.6788
956.00,0.6850
955.00,0.6957
954.00,0.7104
953.00,0.7277
952.00,0.7459
951.00,0.7639
950.00,0.7814
949.00,0.7986
948.00,0.8156
947.00,0.8323
946.00,0.8485
945.00,0.8637
944.00,0.8777
943.00,0.8912
942.00,0.9044
941.00,0.9169
940.00,0.9276
939.00,0.9361
938.00,0.9424
937.00,0.9463
936.00,0.9475
935.00,0.9470
934.00,0.9463
933.00,0.9465
932.00,0.9474
931.00,0.9486
930.00,0.9492
929.00,0.9481
928.00,0.9444
927.00,0.9384
926.00,0.9307
925.00,0.9215
924.00,0.9105
923.00,0.8974
922.00,0.8826
921.00,0.8671
920.00,0.8519
919.00,0.8383
918.00,0.8270
917.00,0.8176
916.00,0.8096
915.00,0.8026
914.00,0.7968
913.00,0.7917
912.00,0.7871
911.00,0.7827
910.00,0.7790
909.00,0.7757
908.00,0.7723
907.00,0.7687
906.00,0.7649
905.00,0.7608
904.00,0.7562
903.00,0.7517
902.00,0.7480
901.00,0.7453
900.00,0.7432
899.00,0.7420
898.00,0.7422
897.00,0.7442
896.00,0.7484
895.00,0.7547
894.00,0.7625
893.00,0.7707
892.00,0.7778
891.00,0.7832
890.00,0.7865
889.00,0.7872
888.00,0.7841
887.00,0.7768
886.00,0.7655
885.00,0.7511
884.00,0.7345
883.00,0.7169
882.00,0.6998
881.00,0.6841
880.00,0.6703
879.00,0.6586
878.00,0.6494
877.00,0.6421
876.00,0.6366
875.00,0.6328
874.00,0.6311
873.00,0.6310
872.00,0.6321
871.00,0.6341
870.00,0.6372
869.00,0.6406
868.00,0.6426
867.00,0.6418
866.00,0.6367
865.00,0.6270
864.00,0.6126
863.00,0.5948
862.00,0.5752
861.00,0.5554
860.00,0.5361
859.00,0.5180
858.00,0.5014
857.00,0.4864
856.00,0.4727
855.00,0.4607
854.00,0.4505
853.00,0.4416
852.00,0.4339
851.00,0.4270
850.00,0.4208
849.00,0.4153
848.00,0.4106
847.00,0.4068
846.00,0.4039
845.00,0.4010
844.00,0.3975
843.00,0.3935
842.00,0.3891
841.00,0.3844
840.00,0.3792
839.00,0.3736
838.00,0.3679
837.00,0.3623
836.00,0.3569
835.00,0.3520
834.00,0.3478
833.00,0.3436
832.00,0.3383
831.00,0.3310
830.00,0.3220
829.00,0.3121
828.00,0.3022
827.00,0.2931
826.00,0.2852
825.00,0.2785
824.00,0.2728
823.00,0.2681
822.00,0.2643
821.00,0.2606
820.00,0.2566
819.00,0.2518
818.00,0.2464
817.00,0.2408
816.00,0.2351
815.00,0.2299
814.00,0.2254
813.00,0.2213
812.00,0.2175
811.00,0.2141
810.00,0.2116
809.00,0.2100
808.00,0.2094
807.00,0.2100
806.00,0.2115
805.00,0.2139
804.00,0.2167
803.00,0.2198
802.00,0.2227
801.00,0.2245
800.00,0.2248
799.00,0.2233
798.00,0.2206
797.00,0.2173
796.00,0.2139
795.00,0.2110
794.00,0.2086
793.00,0.2063
792.00,0.2039
791.00,0.2008
790.00,0.1972
789.00,0.1930
788.00,0.1887
787.00,0.1848
786.00,0.1817
785.00,0.1794
784.00,0.1777
783.00,0.1770
782.00,0.1775
781.00,0.1792
780.00,0.1822
779.00,0.1863
778.00,0.1912
777.00,0.1967
776.00,0.2027
775.00,0.2093
774.00,0.2167
773.00,0.2248
772.00,0.2333
771.00,0.2426
770.00,0.2529
769.00,0.2641
768.00,0.2764
767.00,0.2900
766.00,0.3048
765.00,0.3207
764.00,0.3372
763.00,0.3542
762.00,0.3714
761.00,0.3884
760.00,0.4044
759.00,0.4187
758.00,0.4307
757.00,0.4400
756.00,0.4465
755.00,0.4498
754.00,0.4495
753.00,0.4451
752.00,0.4373
751.00,0.4273
750.00,0.4169
749.00,0.4067
748.00,0.3974
747.00,0.3892
746.00,0.3822
745.00,0.3759
744.00,0.3704
743.00,0.3668
742.00,0.3667
741.00,0.3709
740.00,0.3800
739.00,0.3939
738.00,0.4119
737.00,0.4325
736.00,0.4539
735.00,0.4745
734.00,0.4934
733.00,0.5095
732.00,0.5217
731.00,0.5293
730.00,0.5320
729.00,0.5294
728.00,0.5213
727.00,0.5079
726.00,0.4897
725.00,0.4672
724.00,0.4417
723.00,0.4153
722.00,0.3903
721.00,0.3678
720.00,0.3484
719.00,0.3322
718.00,0.3191
717.00,0.3082
716.00,0.2989
715.00,0.2911
714.00,0.2847
713.00,0.2790
712.00,0.2738
711.00,0.2691
710.00,0.2651
709.00,0.2615
708.00,0.2576
707.00,0.2532
706.00,0.2486
705.00,0.2436
704.00,0.2384
703.00,0.2332
702.00,0.2282
701.00,0.2231
700.00,0.2179
699.00,0.2131
698.00,0.2086
697.00,0.2040
696.00,0.1989
695.00,0.1935
694.00,0.1881
693.00,0.1829
692.00,0.1777
691.00,0.1729
690.00,0.1686
689.00,0.1647
688.00,0.1611
687.00,0.1581
686.00,0.1557
685.00,0.1537
684.00,0.1519
683.00,0.1502
682.00,0.1486
681.00,0.1471
680.00,0.1457
679.00,0.1447
678.00,0.1441
677.00,0.1439
676.00,0.1438
675.00,0.1439
674.00,0.1442
673.00,0.1450
672.00,0.1461
671.00,0.1476
670.00,0.1497
669.00,0.1527
668.00,0.1563
667.00,0.1591
666.00,0.1611
665.00,0.1634
664.00,0.1665
663.00,0.1703
662.00,0.1745
661.00,0.1793
660.00,0.1848
659.00,0.1911
658.00,0.1980
657.00,0.2053
656.00,0.2129
655.00,0.2206
654.00,0.2280
653.00,0.2352
652.00,0.2426
651.00,0.2505
650.00,0.2587
649.00,0.2668
648.00,0.2741
647.00,0.2802
646.00,0.2852
645.00,0.2896
644.00,0.2940
643.00,0.2978
642.00,0.3005
641.00,0.3019
640.00,0.3024
639.00,0.3024
638.00,0.3020
637.00,0.3015
636.00,0.3009
635.00,0.3001
634.00,0.2993
633.00,0.2989
632.00,0.2989
631.00,0.2991
630.00,0.2992
629.00,0.2994
628.00,0.3001
627.00,0.3015
626.00,0.3041
625.00,0.3080
624.00,0.3128
623.00,0.3174
622.00,0.3210
621.00,0.3238
620.00,0.3266
619.00,0.3298
618.00,0.3330
617.00,0.3357
616.00,0.3377
615.00,0.3390
614.00,0.3397
613.00,0.3396
612.00,0.3382
611.00,0.3356
610.00,0.3324
609.00,0.3291
608.00,0.3258
607.00,0.3220
606.00,0.3178
605.00,0.3136
604.00,0.3102
603.00,0.3075
602.00,0.3051
601.00,0.3025
600.00,0.2997
599.00,0.2975
598.00,0.2963
597.00,0.2963
596.00,0.2971
595.00,0.2982
594.00,0.2992
593.00,0.3001
592.00,0.3014
591.00,0.3032
590.00,0.3053
589.00,0.3071
588.00,0.3080
587.00,0.3081
586.00,0.3080
585.00,0.3082
584.00,0.3085
583.00,0.3080
582.00,0.3064
581.00,0.3037
580.00,0.3005
579.00,0.2969
578.00,0.2926
577.00,0.2872
576.00,0.2809
575.00,0.2740
574.00,0.2671
573.00,0.2603
572.00,0.2538
571.00,0.2475
570.00,0.2413
569.00,0.2350
568.00,0.2286
567.00,0.2229
566.00,0.2182
565.00,0.2144
564.00,0.2106
563.00,0.2063
562.00,0.2014
561.00,0.1963
560.00,0.1910
559.00,0.1863
558.00,0.1828
557.00,0.1805
556.00,0.1790
555.00,0.1781
554.00,0.1776
553.00,0.1774
552.00,0.1768
551.00,0.1756
550.00,0.1745
